---,Holding,Windup,Release,Recovery,Combo,Riposte,Feint,Thwack,HitSuccess,Blocked,WorldHit,Damage,StaminaCost,PlayRate,DrawStrength,WorldHitStartPercentage,WorldHitStopPercentage,TurnLimitStrength,VerticalTurnLimitStrength,ReverseTurnLimitStrength,ThwackOnHit,HitSuccessOnHit,Direction,AltDirection,Cooldown,WeaponTipCheckReverse,WeaponTipCheckReverseAlt,WeaponTipCheckDisable,ComboFromBlocked
Weapon_Messer.Overhead,"0.350000","0.325000","0.500000","0.950000","0.175000","0.250000","-1.000000","0.750000","-1.000000","-1.000000","-1.000000","70.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Messer.OverheadHeavy,"0.350000","0.525000","0.550000","1.100000","0.175000","0.500000","-1.000000","0.950000","-1.000000","-1.000000","-1.000000","80.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Messer.Stab,"0.350000","0.300000","0.425000","0.950000","0.200000","0.250000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","40.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Messer.StabHeavy,"0.350000","0.525000","0.425000","1.100000","0.200000","0.500000","-1.000000","1.300000","-1.000000","-1.000000","-1.000000","55.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","52.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Messer.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Messer.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Messer.Special,"0.350000","0.900000","0.450000","1.300000","0.200000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","90.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Messer.Throw,"0.400000","0.600000","0.450000","0.550000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Messer.SprintAttack,"-1.000000","-1.000000","0.400000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","90.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Messer.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Messer.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","55.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Messer.HorseSpecial,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","55.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Halberd,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_Halberd.Slash,"0.350000","0.350000","0.600000","1.050000","0.150000","0.250000","-1.000000","1.200000","-1.000000","-1.000000","-1.000000","45.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Halberd.SlashHeavy,"0.350000","0.600000","0.600000","1.200000","0.150000","0.500000","-1.000000","1.400000","-1.000000","-1.000000","-1.000000","60.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","52.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Halberd.Overhead,"0.350000","0.350000","0.500000","1.050000","0.150000","0.250000","-1.000000","1.200000","-1.000000","-1.000000","-1.000000","55.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Halberd.OverheadHeavy,"0.350000","0.600000","0.550000","1.200000","0.150000","0.500000","-1.000000","1.400000","-1.000000","-1.000000","-1.000000","70.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Halberd.Stab,"0.350000","0.400000","0.370000","1.000000","0.200000","0.250000","-1.000000","1.200000","-1.000000","-1.000000","-1.000000","55.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Halberd.StabHeavy,"0.350000","0.650000","0.325000","1.150000","0.200000","0.500000","-1.000000","1.400000","-1.000000","-1.000000","-1.000000","70.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Halberd.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Halberd.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Halberd.Special,"0.350000","1.050000","0.600000","1.300000","0.200000","1.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","85.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Halberd.Throw,"0.600000","0.650000","0.500000","0.550000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","65.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Halberd.SprintAttack,"-1.000000","-1.000000","-1.000000","1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","75.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","60.000000","-1.000000","-1.000000","-1","1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Halberd.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Halberd.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","70.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Halberd.SpearPlant,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","15.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Halberd.HorseSpecial,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_PoleAxe,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_PoleAxe.Slash,"0.350000","0.350000","0.500000","0.850000","0.200000","0.250000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","45.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_PoleAxe.SlashHeavy,"0.350000","0.600000","0.550000","1.000000","0.200000","0.500000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","60.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_PoleAxe.Overhead,"0.350000","0.300000","0.500000","0.850000","0.200000","0.250000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_PoleAxe.OverheadHeavy,"0.350000","0.600000","0.550000","1.000000","0.200000","0.500000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","70.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_PoleAxe.Stab,"0.350000","0.350000","0.350000","0.850000","0.250000","0.250000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_PoleAxe.StabHeavy,"0.350000","0.600000","0.400000","1.000000","0.250000","0.500000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","70.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_PoleAxe.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_PoleAxe.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_PoleAxe.Special,"0.350000","1.000000","0.600000","1.200000","0.200000","1.100000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","70.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_PoleAxe.Throw,"0.500000","0.600000","0.500000","0.550000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_PoleAxe.SprintAttack,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","65.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_PoleAxe.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_PoleAxe.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","55.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_PoleAxe.HorseSpecial,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Glaive,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_Glaive.Slash,"0.350000","0.200000","0.550000","0.850000","0.150000","0.000000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","30.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Glaive.SlashHeavy,"0.350000","0.450000","0.550000","1.000000","0.150000","-1.000000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Glaive.Overhead,"0.350000","0.200000","0.475000","0.850000","0.150000","0.000000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","40.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Glaive.OverheadHeavy,"0.350000","0.450000","0.500000","1.000000","0.150000","-1.000000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","60.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Glaive.Stab,"0.350000","0.400000","0.350000","0.850000","0.250000","0.000000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","40.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Glaive.StabHeavy,"0.350000","0.650000","0.400000","1.000000","0.250000","0.500000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","60.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Glaive.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Glaive.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Glaive.Special,"0.350000","0.900000","0.550000","1.100000","0.200000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","60.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Glaive.Throw,"0.500000","0.600000","0.500000","0.550000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","55.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Glaive.SprintAttack,"-1.000000","-1.000000","0.400000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","60.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Glaive.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_Glaive.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","55.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
